ImgLinks,description,price,title
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-390135.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-771677.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-264892.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-369121.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-868659.jpg?v=1625849045","Craft: Sanganeri Hand Block Print
Primary Fabric: 100% Cotton - Hand Block Printed in Sanganer (Rajasthan)
This is a lined garment
Pattern: Floral
Color: Blue
Style: Short
Length: Micro Length
Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Drawstring at Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2730,Blue Sanganeri Print Floral Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-mangalgiri-cotton-short-shorts-short-shorts-231365.jpg?v=1645940257,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-mangalgiri-cotton-short-shorts-short-shorts-371978.jpg?v=1645940257,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-mangalgiri-cotton-short-shorts-short-shorts-519418.jpg?v=1645940257,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-mangalgiri-cotton-short-shorts-short-shorts-108690.jpg?v=1645940257,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brown-mangalgiri-cotton-short-shorts-short-shorts-979275.jpg?v=1645940257","Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket, Rounded Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Pin Tucks at front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3360,Pink Mangalgiri Casual Cotton Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/off-white-striped-mid-rise-shorts-short-shorts-129875.jpg?v=1645940250,//cdn.shopify.com/s/files/1/0534/2501/2925/products/off-white-striped-mid-rise-shorts-short-shorts-570662.jpg?v=1645940251,//cdn.shopify.com/s/files/1/0534/2501/2925/products/off-white-striped-mid-rise-shorts-short-shorts-730860.jpg?v=1645940251,//cdn.shopify.com/s/files/1/0534/2501/2925/products/off-white-striped-mid-rise-shorts-short-shorts-734502.jpg?v=1645940251,//cdn.shopify.com/s/files/1/0534/2501/2925/products/off-white-striped-mid-rise-shorts-short-shorts-841561.jpg?v=1645940251","Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Box Pleats at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2560,Off-White Striped Mid-Rise Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-350110.jpg?v=1626191935,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-484823.jpg?v=1626191935,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-548788.jpg?v=1626191935,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-734030.jpg?v=1626191935,//cdn.shopify.com/s/files/1/0534/2501/2925/products/handspun-solid-red-casual-cotton-shorts-short-shorts-566447.jpg?v=1626191935","Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket, Rounded Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Pin Tucks at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3100,Handspun Solid Red Casual Cotton Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-924665.jpg?v=1630997464,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-315436.jpg?v=1630997464,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-694209.jpg?v=1630997465,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-668443.jpg?v=1630997465,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-784411.jpg?v=1630997465,//cdn.shopify.com/s/files/1/0534/2501/2925/products/vintage-plum-100-cotton-khadi-short-shorts-short-shorts-139867.jpg?v=1630997465","Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 3
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2520,Vintage Plum Handspun 100% Cotton Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3304.jpg?v=1639981239,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3316.jpg?v=1639981246,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3301.jpg?v=1639981246,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3308.jpg?v=1639981246,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3311.jpg?v=1639981246","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Beige
Button Type: Shell
Style: Short
Length: Mid-Thigh Length
Low Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at waist
Functional Specialty: Curved Hem
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3130,Beige 100% Cotton Low-Rise Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-467772.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-662673.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-491595.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-871514.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-446455.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-906073.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-950368.jpg?v=1625990180","Craft: Tie Dye
Primary Fabric: 100% Cotton - Hand Tie Dyed in Sanganer (Rajasthan)
This is a lined garment
Pattern: Solid, Stripes
Color: Mint Green
Button Type: Shell
Style: Bermuda
Length: Above-The-Knee
Mid Rise waist
Full Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Loose Fit
Drawstring at waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2970,Mint Green Tie and Dye Bermuda Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-935772.jpg?v=1625848592,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-589634.jpg?v=1625848592,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-300859.jpg?v=1625848592,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-yarn-dyed-cotton-pleated-shorts-pleated-shorts-431036.jpg?v=1625848592","Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4210,Red Yarn Dyed Mid Rise Flared Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-861032.jpg?v=1611241305,//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-643629.jpg?v=1611241305,//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-446502.jpg?v=1611241305,//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-340285.jpg?v=1611241305,//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-653218.jpg?v=1611241305,//cdn.shopify.com/s/files/1/0534/2501/2925/products/navy-blue-striped-paneled-shorts-paneled-shorts-919867.jpg?v=1611241305","Mid Rise waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Elasticated at Side Panels of Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2580,Navy Blue Striped Paneled Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-337767.jpg?v=1611242488,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-859021.jpg?v=1611242488,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-205108.jpg?v=1611242488,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-569563.jpg?v=1611242488,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-off-white-striped-mid-rise-shorts-short-shorts-934231.jpg?v=1611242488","Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Box Pleats at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2620,Breezy Off-White Striped Mid-Rise Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-407890.jpg?v=1630997461,//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-677556.jpg?v=1630997461,//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-160852.jpg?v=1630997461,//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-903652.jpg?v=1630997461,//cdn.shopify.com/s/files/1/0534/2501/2925/products/musturd-gold-100-cotton-khadi-short-shorts-short-shorts-391490.jpg?v=1630997462","Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 3
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2520,Musturd Gold Handspun 100% Cotton Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-596694.jpg?v=1611244484,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-293275.jpg?v=1611244484,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-778495.jpg?v=1611244484,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-806010.jpg?v=1611244484,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-blue-comfort-fit-short-shorts-short-shorts-111204.jpg?v=1611244484","Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",1900,Teal Blue Comfort Fit Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-526328.jpg?v=1625849349,//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-733057.jpg?v=1625849349,//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-767842.jpg?v=1625849349,//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-888758.jpg?v=1625849349,//cdn.shopify.com/s/files/1/0534/2501/2925/products/orange-handspun-mirror-work-shorts-straight-shorts-904666.jpg?v=1625849349","Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Patch Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Exposed Zip at front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3040,Orange Handspun Mirror Work Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-232614.jpg?v=1626172136,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-555500.jpg?v=1626172136,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-464794.jpg?v=1626172136,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-582325.jpg?v=1626172136,//cdn.shopify.com/s/files/1/0534/2501/2925/products/breezy-handspun-short-shorts-short-shorts-254477.jpg?v=1626172136","Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Patch Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Functional Specialty: Fringes At Pocket
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3200,Breezy Handspun Cotton Checks Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-467892.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-349011.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-775353.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-704787.jpg?v=1611250620,//cdn.shopify.com/s/files/1/0534/2501/2925/products/red-solid-cotton-short-shorts-short-shorts-272345.jpg?v=1611250620","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Red, Pink
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 3
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2460,Red Solid Cotton Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-967022.jpg?v=1625847178,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-541711.jpg?v=1625847179,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-160100.jpg?v=1625847178,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-205281.jpg?v=1625847178,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-175263.jpg?v=1625847178,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-kalamkari-curved-hem-shorts-curved-hem-shorts-919646.jpg?v=1625847179","Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2630,Beige Kalamkari Comfort Fit Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-538822.jpg?v=1625990161,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-546514.jpg?v=1625990161,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-698573.jpg?v=1625990161,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-662355.jpg?v=1625990161,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-178092.jpg?v=1625990161,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-handwoven-flared-godet-shorts-godet-shorts-621927.jpg?v=1625990161","Length: Mid-Thigh Length
Mid Rise waist
Waistbandless
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Loose Fit
Concealed Zip at left
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4180,Striped Handwoven Flared Godet Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-273010.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-734767.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-353930.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-623506.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-769585.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-191176.jpg?v=1625844335,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sage-green-cotton-corduroy-baggy-shorts-baggy-shorts-706707.jpg?v=1625844335","Primary Fabric: 100% Cotton Corduroy
Pattern: Solid, Stripes
Color: Sage Green
Button Type: Shell
Style: Baggy, Pleated
Length: Mid-Thigh Length
High Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Exposed Zip at Front
Functional Specialty: Fold Up Hem
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3200,Sage Green Cotton Corduroy Baggy Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-801486.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-788036.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-shorts-689966.jpg?v=1625850975,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-386538.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-773334.jpg?v=1625850974","Primary Fabric: 100% Cotton - Yarn Dyed, Crinkled
This is a lined garment
Color: White, Red
Style: Short, Flared, Paneled
Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Translucent
Relaxed Fit
Frill at Hem
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3560,White Crinkled Cotton Frilled Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-451621.jpg?v=1625847458,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-974059.jpg?v=1625847458,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-621023.jpg?v=1625847458,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-740813.jpg?v=1625847458,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-flax-short-shorts-short-shorts-526123.jpg?v=1625847458","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Olive Green
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 3
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2470,Olive Green Solid Cotton Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-753382.jpg?v=1630140008,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-251847.jpg?v=1611242357,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-143366.jpg?v=1611242357,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-352315.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-380806.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-199819.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-281145.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-784625.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-184982.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401506.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-278156.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-497811.jpg?v=1611242358,//cdn.shopify.com/s/files/1/0534/2501/2925/products/ash-grey-flannel-convertible-pant-shorts-pant-shorts-401993.jpg?v=1611242358","Primary Fabric: 100% Cotton Flannel
Pattern: Solid
Color: Ash Grey
Button Type: Shell
Style: Convertible Straight Cargo Pant Shorts
Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts
Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Exposed Zip at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4630,Ash Grey Flannel Convertible Pant Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4636.jpg?v=1637644614,//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4640.jpg?v=1637644614,//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4629.jpg?v=1637644614,//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4635.jpg?v=1637644614,//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4632.jpg?v=1637644611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/4L4A4637.jpg?v=1637644600","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal)
Pattern: Solid
Color: Sky Blue
Button Type: Shell
Style: Bermuda
Length: Above-The-Knee
Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Elasticized Drawstring at waist
Functional Specialty: Roll-Up Hem
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4300,Sky Blue Handspun Cozy Bermuda Shorts
