ImgLinks,description,price,title
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-244024.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-249070.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-128854.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-924083.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-984262.jpg?v=1625990991","Primary Fabric: 100% Cotton
This garment is Hand Beaded
Pattern: Solid
Color: White
Button Type: Wood
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Banded waist
This garment has Welt Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Slim Fit
Concealed Zip at the Left
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3020,White Hand Beaded Short Cotton Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/WSRT48AShot1.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/WSRT48AShot2.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6320.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6279.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6310.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6297.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6321.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6303.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6323.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6281---crop-for-pant.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6300.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6322.jpg?v=1642053487,//cdn.shopify.com/s/files/1/0534/2501/2925/products/6L3A6302.jpg?v=1642053479","Primary Fabric: 100% Cotton Flannel
Pattern: Solid
Color: Grape Wine
Button Type: Shell
Style: Convertible Straight Cargo Pant Shorts
Length: Ankle Length when worn as Pant. Mid-Thigh Length when worn as Shorts
Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Exposed Zip at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4630,Purple Flannel Convertible Pant Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/black-elasticated-short-boxers-short-shorts-591242.jpg?v=1625848026,//cdn.shopify.com/s/files/1/0534/2501/2925/products/black-elasticated-short-boxers-short-shorts-815542.jpg?v=1625848026,//cdn.shopify.com/s/files/1/0534/2501/2925/products/black-elasticated-short-boxers-short-shorts-596026.jpg?v=1625848026,//cdn.shopify.com/s/files/1/0534/2501/2925/products/black-elasticated-short-boxers-short-shorts-468377.jpg?v=1625848026,//cdn.shopify.com/s/files/1/0534/2501/2925/products/black-elasticated-short-boxers-short-shorts-922827.jpg?v=1625848026","Craft: Bagru Hand Block Print
Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan)
Pattern: Geometric
Color: Black
Button Type: Shell
Style: Short, Boxers
Length: Micro Length
Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Translucent
Comfort Fit
Elasticized Drawstring at Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2140,Black Elasticated Short Cotton Boxers
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2137.jpg?v=1640772528,//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2136.jpg?v=1640772528,//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2133.jpg?v=1640772528,//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2142.jpg?v=1640772528,//cdn.shopify.com/s/files/1/0534/2501/2925/products/IMG_2141.jpg?v=1640772520","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Teal
Style: Straight 
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",1880,Teal Mid-Rise Cotton Straight Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-411870.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-570714.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-751966.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-718582.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-521735.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-238076.jpg?v=1626187030,//cdn.shopify.com/s/files/1/0534/2501/2925/products/aqua-blue-tie-dye-short-shorts-short-shorts-184257.jpg?v=1626187030","Craft: Tie Dye
Primary Fabric: 100% Cotton - Hand Tie Dyed in Sanganer (Rajasthan)
This is a lined garment
Pattern: Solid, Stripes
Color: Blue
Button Type: Shell
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at both sides
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3390,Aqua Blue Hand Tie Dyed Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-609353.jpg?v=1626282304,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-274630.jpg?v=1626282304,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-267122.jpg?v=1626282304,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-778319.jpg?v=1626282304,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-pink-handspun-paneled-shorts-paneled-shorts-957734.jpg?v=1626282304","Primary Fabric: 100% Cotton Muslin - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal)
This is a lined garment
Pattern: Checks
Color: Powder Pink
Style: Paneled
Length: Micro Length
Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4450,Powder Pink Handspun Mid Rise Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-799175.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-554380.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-425966.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-622898.jpg?v=1626371001,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-handblock-printed-paisley-short-shorts-short-shorts-684463.jpg?v=1626371001","Craft: Sanganeri Hand Block Print
Primary Fabric: 100% Cotton - Azo-Free Dyed, Hand Block Printed in Sanganer (Rajasthan)
This is a lined garment
This garment is Hand Embroidered
Pattern: Paisley, Contemporary
Color: White, Pink
Lace: Block-Printed Lace
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Banded waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Relaxed Fit
Tie-Up at waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3800,White Mid Rise Paisley Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-179758.jpg?v=1626280045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-310386.jpg?v=1626280045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-632889.jpg?v=1626280045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-532215.jpg?v=1626280045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-981076.jpg?v=1626280045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-cotton-chambray-short-shorts-short-shorts-542178.jpg?v=1626280045","Primary Fabric: 100% Cotton - Yarn Dyed
This is a lined garment
Pattern: Solid
Color: Mint Green
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Gathers at front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3200,Mint Green Cotton Chambray Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-198205.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-293835.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-925155.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-145757.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-113220.jpg?v=1626083754","Primary Fabric: 100% Cotton Flannel
Pattern: Solid
Color: Dusk Beige
Button Type: Coconut
Style: Short
Length: Mid-Thigh Length
High Rise waist
Banded waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Slim Fit
Exposed Zip at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3390,Warm Dusk Beige Cotton Flannel Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-323649.jpg?v=1626282234,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-832460.jpg?v=1626282234,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-569170.jpg?v=1626282234,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-380090.jpg?v=1626282234,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-515609.jpg?v=1626282234,//cdn.shopify.com/s/files/1/0534/2501/2925/products/powder-blue-vegetable-dyed-handspun-short-shorts-short-shorts-276819.jpg?v=1626282234","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu)
Pattern: Solid
Color: Powder Blue
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist, Attached Belt at Waist
This garment has Patch Pocket, Mobile Pocket
Number of Pockets: 4
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4660,Powder Blue Vegetable Dyed Handspun Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-665511.jpg?v=1611242420,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-112654.jpg?v=1611242420,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-691123.jpg?v=1611242420,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-mid-rise-cotton-straight-shorts-straight-shorts-493265.jpg?v=1611242420","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Beige
Style: Straight 
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",1880,Beige Mid-Rise Cotton Straight Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-367433.jpg?v=1626171990,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-511714.jpg?v=1626171990,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-997255.jpg?v=1626171990,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-429509.jpg?v=1626171990,//cdn.shopify.com/s/files/1/0534/2501/2925/products/striped-mobile-pocket-short-shorts-short-shorts-306455.jpg?v=1626171990","Craft: Bagru Hand Block Print
Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan)
Pattern: Stripes
Color: Black
Button Type: Wood
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 4
Garment Transparency: Translucent
Slim Fit
Belt Loops 
Exposed Zip at Front
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3010,Striped Mobile Pocket Bagru Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3311_139c52a6-d380-4451-9b09-d65833ae47ac.jpg?v=1640770756,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3308_d0042ac0-8751-43a7-ac51-f538ba625d06.jpg?v=1640770769,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3301_98320ddb-c017-4b0b-b3bb-60053f5572ff.jpg?v=1640770769,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3316_9952abf8-9c5a-4bed-be5f-6e4d3f3cf79a.jpg?v=1640770769,//cdn.shopify.com/s/files/1/0534/2501/2925/products/JNPR3304_a76078cd-90b4-42f5-b9ea-91b50c182a50.jpg?v=1640770769","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Teal
Button Type: Shell
Style: Short
Length: Mid-Thigh Length
Low Rise waist
Half Elasticated Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at waist
Functional Specialty: Curved Hem
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3140,Teal Blue Low Rise Short Cotton Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-117885.jpg?v=1626282778,//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-529557.jpg?v=1626282778,//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-544971.jpg?v=1626282778,//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-357087.jpg?v=1626282778,//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-292549.jpg?v=1626282778,//cdn.shopify.com/s/files/1/0534/2501/2925/products/rust-vegetable-dyed-handspun-short-shorts-short-shorts-541891.jpg?v=1626282778","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu)
Pattern: Solid
Color: Rust
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist, Attached Belt at Waist
This garment has Patch Pocket, Mobile Pocket
Number of Pockets: 4
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4660,Rust Vegetable Dyed Handspun Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-663628.jpg?v=1626188524,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-577627.jpg?v=1626188524,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-578294.jpg?v=1626188524,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-461294.jpg?v=1626188524,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-392414.jpg?v=1626188524,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-vegetable-dyed-handspun-short-shorts-short-shorts-354640.jpg?v=1626188524","Primary Fabric: 100% Cotton - Vegetable Dyed in Ahmedabad (Gujarat), Handspun, Hand Woven in Nagri (Tamil Nadu)
Pattern: Solid
Color: Brick Red
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist, Attached Belt at Waist
This garment has Patch Pocket, Mobile Pocket
Number of Pockets: 4
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4660,Brick Red Vegetable Dyed Handspun Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-148624.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-974322.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-403116.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-685767.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-553617.jpg?v=1611242437","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Olive Green
Style: Straight 
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Drawstring at Waist
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",1880,Olive Green Cotton Straight Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/almond-brown-handspun-paperbag-shorts-paperbag-shorts-756725.jpg?v=1645940272,//cdn.shopify.com/s/files/1/0534/2501/2925/products/almond-brown-handspun-paperbag-shorts-paperbag-shorts-935097.jpg?v=1645940272,//cdn.shopify.com/s/files/1/0534/2501/2925/products/almond-brown-handspun-paperbag-shorts-paperbag-shorts-651633.jpg?v=1645940272,//cdn.shopify.com/s/files/1/0534/2501/2925/products/almond-brown-handspun-paperbag-shorts-paperbag-shorts-877490.jpg?v=1645940272,//cdn.shopify.com/s/files/1/0534/2501/2925/products/almond-brown-handspun-paperbag-shorts-paperbag-shorts-683336.jpg?v=1645940272","Length: Mid-Thigh Length
High Rise waist
Detached Belt at Waist
This garment has Slash Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Tie-Up at waist
Exposed Zip at Front
Belt Loops 
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4590,Almond Brown Handspun Paperbag Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-131671.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-521202.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-114410.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-535108.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-786730.jpg?v=1611250601","Primary Fabric: 100% Cotton
Pattern: Solid
Color: Beige
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Full Elasticated Waist
This garment has Slash Pocket, Mobile Pocket
Number of Pockets: 3
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",2460,Beige Solid Cotton Short Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-849884.jpg?v=1626080718,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-881441.jpg?v=1626080718,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-572218.jpg?v=1626080718,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-234023.jpg?v=1626080718,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-587743.jpg?v=1626080718,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-handspun-mid-rise-shorts-short-shorts-321814.jpg?v=1626080718","Primary Fabric: 100% Cotton - Yarn Dyed, Azo-Free Dyed, Handspun, Hand Woven in Murshidabad (West Bengal)
This is a lined garment
Pattern: Solid
Color: Mint Green
Button Type: Shell
Style: Short
Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist, Banded waist
This garment has Welt Pocket, Patch Pocket, Flap Pocket
Number of Pockets: 4
Garment Transparency: Opaque
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3570,Mint Green Handspun Mid-Rise Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/cozy-handspun-paneled-shorts-paneled-shorts-852173.jpg?v=1645940268,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cozy-handspun-paneled-shorts-paneled-shorts-576924.jpg?v=1645940268,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cozy-handspun-paneled-shorts-paneled-shorts-511868.jpg?v=1645940268,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cozy-handspun-paneled-shorts-paneled-shorts-541112.jpg?v=1645940268,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cozy-handspun-paneled-shorts-paneled-shorts-359948.jpg?v=1645940268","Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist, Banded waist
This garment has Welt Pocket
Number of Pockets: 2
Garment Transparency: Opaque
Comfort Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",4450,Handspun Cotton Striped Paneled Shorts
"//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-224468.jpg?v=1645940262,//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-390782.jpg?v=1645940262,//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-728981.jpg?v=1645940262,//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-329327.jpg?v=1645940262,//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-319352.jpg?v=1645940262,//cdn.shopify.com/s/files/1/0534/2501/2925/products/magenta-mangalgiri-cotton-mid-rise-shorts-godet-shorts-610626.jpg?v=1645940262","Length: Mid-Thigh Length
Mid Rise waist
Half Elasticated Waist
This garment has Inseam Pocket
Number of Pockets: 2
Garment Transparency: Translucent
Relaxed Fit
Wash delicately by hand, or in the most gentle machine cycle.
Iron on reverse. Line dry in the shade.
Do not dry clean, bleach, wring, tumble dry or iron on embellishments.
Natural colors tend to bleed. Wash them separately with less washing agent.",3300,Magenta Mangalgiri Cotton Mid Rise Shorts
